63,12/17/2022 4:55:07 PM
82,12/17/2022 4:56:02 PM
183,12/17/2022 5:14:24 PM
87,12/17/2022 10:28:06 PM
87,12/17/2022 10:29:50 PM
128,12/17/2022 10:35:37 PM
445,12/17/2022 10:40:19 PM
95,12/18/2022 11:31:05 AM
94,12/18/2022 11:31:51 AM
140,12/18/2022 11:32:43 AM
68,12/18/2022 11:33:24 AM
104,12/18/2022 11:48:56 AM
727,12/18/2022 12:33:18 PM
254,12/18/2022 12:39:39 PM
72,12/18/2022 12:47:36 PM
716,12/18/2022 6:26:07 PM
804,12/18/2022 6:32:07 PM
297,12/18/2022 6:34:21 PM
236,12/18/2022 6:35:57 PM
210,12/18/2022 6:38:00 PM
294,12/18/2022 6:40:28 PM
1525,12/18/2022 6:50:37 PM
1359,12/19/2022 12:48:17 PM
771,12/21/2022 3:21:56 PM
250,12/22/2022 1:31:33 PM
897,12/22/2022 1:39:08 PM
385,12/22/2022 1:44:46 PM
900,12/22/2022 1:50:26 PM
283,12/22/2022 1:52:50 PM
934,12/22/2022 1:59:18 PM
181,12/28/2022 12:28:52 PM
348,12/28/2022 12:38:25 PM
603,1/10/2023 12:56:25 PM
1275,1/10/2023 1:16:44 PM
570,1/10/2023 1:20:14 PM
997,1/10/2023 1:25:15 PM
360,1/10/2023 1:33:27 PM
724,1/10/2023 3:04:33 PM
1363,1/10/2023 3:18:28 PM
1213,1/10/2023 3:25:24 PM
1177,1/10/2023 7:28:12 PM
861,1/10/2023 7:33:13 PM
1766,1/10/2023 7:42:42 PM
1396,1/10/2023 7:51:19 PM
328,1/11/2023 1:37:27 PM
1077,1/11/2023 1:47:41 PM
4627,1/11/2023 2:22:41 PM
2169,1/14/2023 6:27:20 PM
935,1/14/2023 6:33:53 PM
591,1/14/2023 6:36:44 PM
1329,1/14/2023 6:44:14 PM
83,1/15/2023 4:41:50 PM
1587,1/15/2023 7:54:18 PM
144,1/16/2023 10:50:52 AM
171,1/16/2023 6:20:39 PM
716,1/16/2023 6:24:36 PM
392,1/16/2023 6:27:29 PM
1080,1/16/2023 6:38:04 PM
467,1/17/2023 2:55:43 PM
646,1/17/2023 2:58:51 PM
208,1/17/2023 3:36:35 PM
2282,1/17/2023 3:49:57 PM
606,1/17/2023 3:54:38 PM
309,1/17/2023 4:01:27 PM
608,1/26/2023 4:26:33 PM
1000,2/16/2023 8:37:00 PM
649,3/27/2023 9:31:56 PM
567,5/28/2023 5:36:44 PM
1080,8/31/2023 11:28:22 AM
